producto,unidad,mayorista,minimo,maximo,moda,promedio,fecha,año,mes,año_mes,producto_limpio,producto_estandar
Cebolla seca amarilla trenza,Kilo,Kilo,650.0,750.0,700.0,692.86,2026-01-12,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1800.0,2000.0,1800.0,1890.0,2026-01-12,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,300.0,250.0,236.84,2026-01-12,2026,1,2026-01,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,10000.0,12000.0,12000.0,11250.0,2026-01-12,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,8000.0,10000.0,10000.0,9714.29,2026-01-12,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,25000.0,27000.0,26000.0,26000.0,2026-01-12,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,23000.0,25000.0,24000.0,23833.33,2026-01-12,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,15000.0,14000.0,14111.11,2026-01-12,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8666.67,2026-01-12,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-01-12,2026,1,2026-01,Coco,Coco
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,807.41,2026-01-12,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,800.0,1000.0,1000.0,906.67,2026-01-12,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,120.0,130.0,2026-01-12,2026,1,2026-01,Elote,Elote
Espinaca,Rollo,Rollo,200.0,300.0,250.0,245.0,2026-01-12,2026,1,2026-01,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2200.0,2500.0,2500.0,2412.5,2026-01-12,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1200.0,1300.0,1300.0,1266.67,2026-01-12,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Guanábana injertada,Kilo,Kilo,1500.0,1700.0,1600.0,1616.67,2026-01-12,2026,1,2026-01,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,700.0,1000.0,1000.0,900.0,2026-01-12,2026,1,2026-01,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1025.0,2026-01-12,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,236.11,2026-01-12,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,80.0,86.36,2026-01-12,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,130.0,150.0,130.0,134.55,2026-01-12,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,200.0,200.0,197.14,2026-01-12,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,150.0,180.0,150.0,155.0,2026-01-12,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),20000.0,23000.0,22000.0,21666.67,2026-01-12,2026,1,2026-01,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),10000.0,15000.0,15000.0,13000.0,2026-01-12,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),20000.0,22000.0,20000.0,20571.43,2026-01-12,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1200.0,1000.0,1062.5,2026-01-12,2026,1,2026-01,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,650.0,600.0,568.75,2026-01-12,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,2000.0,1800.0,1800.0,2026-01-12,2026,1,2026-01,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,2000.0,1800.0,1800.0,2026-01-12,2026,1,2026-01,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,130.0,120.0,116.36,2026-01-12,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1300.0,1500.0,1500.0,1460.0,2026-01-12,2026,1,2026-01,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,700.0,800.0,800.0,781.25,2026-01-12,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),30000.0,35000.0,35000.0,32666.67,2026-01-12,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),35000.0,38000.0,37000.0,36136.36,2026-01-12,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),5000.0,7000.0,6000.0,5733.33,2026-01-12,2026,1,2026-01,Papa Polilla,Papa Polilla
Papa roja Malla (45,kg),kg),28000.0,30000.0,30000.0,29200.0,2026-01-12,2026,1,2026-01,Papa Roja,Papa Roja
Papa semilla Malla (45,kg),kg),15000.0,18000.0,15000.0,16000.0,2026-01-12,2026,1,2026-01,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),15000.0,18000.0,15000.0,15857.14,2026-01-12,2026,1,2026-01,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,400.0,550.0,400.0,425.0,2026-01-12,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,250.0,300.0,250.0,262.5,2026-01-12,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-01-12,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-01-12,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,788.89,2026-01-12,2026,1,2026-01,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,300.0,283.33,2026-01-12,2026,1,2026-01,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,240.0,237.78,2026-01-12,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,170.0,200.0,200.0,191.25,2026-01-12,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,298.15,2026-01-12,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,700.0,2026-01-12,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,400.0,500.0,400.0,417.65,2026-01-12,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,400.0,500.0,400.0,445.0,2026-01-12,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,300.0,350.0,350.0,327.78,2026-01-12,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-01-12,2026,1,2026-01,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1557.14,2026-01-12,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),8000.0,9000.0,8000.0,8400.0,2026-01-12,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),7000.0,8000.0,7000.0,7300.0,2026-01-12,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),5000.0,6000.0,5000.0,5400.0,2026-01-12,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,800.0,1200.0,1000.0,1000.0,2026-01-12,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,650.0,750.0,700.0,693.75,2026-01-12,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),12000.0,15000.0,12000.0,12954.55,2026-01-12,2026,1,2026-01,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,250.0,400.0,300.0,320.83,2026-01-12,2026,1,2026-01,Zuquini,Zuquini
Aguacate Hass de Costa Rica - Extra,Kilo,Kilo,1400.0,1500.0,1500.0,1466.67,2026-01-09,2026,1,2026-01,Aguacate Hass De Costa Rica Extra,Aguacate Hass De Costa Rica Extra
Aguacate Hass de Costa Rica - Super Extra,Kilo,Kilo,1600.0,1800.0,1600.0,1666.67,2026-01-09,2026,1,2026-01,Aguacate Hass De Costa Rica Super Extra,Aguacate Hass De Costa Rica Super Extra
Aguacate Hass de Costa Rica - Supremo,Kilo,Kilo,1700.0,1900.0,1800.0,1800.0,2026-01-09,2026,1,2026-01,Aguacate Hass De Costa Rica Supremo,Aguacate Hass De Costa Rica Supremo
Apio verde (mata),Mata,Mata,1200.0,1500.0,1500.0,1414.29,2026-01-09,2026,1,2026-01,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,350.0,345.83,2026-01-09,2026,1,2026-01,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,800.0,1000.0,800.0,844.44,2026-01-09,2026,1,2026-01,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,300.0,500.0,400.0,392.31,2026-01-09,2026,1,2026-01,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-01-09,2026,1,2026-01,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3500.0,3500.0,3500.0,3500.0,2026-01-09,2026,1,2026-01,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1500.0,1200.0,1180.0,2026-01-09,2026,1,2026-01,Brócoli,Brócoli
Camote,Kilo,Kilo,800.0,900.0,800.0,822.22,2026-01-09,2026,1,2026-01,Camote,Camote
Camote Zanahoria,Kilo,Kilo,1500.0,1600.0,1500.0,1540.0,2026-01-09,2026,1,2026-01,Camote Zanahoria,Camote Zanahoria
Carambola,Kilo,Kilo,600.0,800.0,700.0,700.0,2026-01-09,2026,1,2026-01,Carambola,Carambola
Cebolla seca amarilla burra,Kilo,Kilo,700.0,750.0,700.0,715.63,2026-01-09,2026,1,2026-01,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,700.0,700.0,700.0,700.0,2026-01-09,2026,1,2026-01,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,700.0,700.0,700.0,700.0,2026-01-09,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1800.0,2000.0,2000.0,1921.43,2026-01-09,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,300.0,250.0,250.0,2026-01-09,2026,1,2026-01,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,10000.0,12000.0,12000.0,11555.56,2026-01-09,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,8000.0,10000.0,10000.0,9400.0,2026-01-09,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,22000.0,20000.0,20666.67,2026-01-09,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,18000.0,20000.0,19000.0,19230.77,2026-01-09,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,15000.0,14000.0,14000.0,2026-01-09,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,9000.0,8000.0,8285.71,2026-01-09,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-01-09,2026,1,2026-01,Coco,Coco
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,800.0,2026-01-09,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,1000.0,866.67,2026-01-09,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,142.5,2026-01-09,2026,1,2026-01,Elote,Elote
Espinaca,Rollo,Rollo,250.0,300.0,250.0,262.5,2026-01-09,2026,1,2026-01,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2400.0,2500.0,2500.0,2471.43,2026-01-09,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1200.0,1400.0,1200.0,1250.0,2026-01-09,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Guanábana injertada,Kilo,Kilo,1700.0,1800.0,1700.0,1740.0,2026-01-09,2026,1,2026-01,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,800.0,1100.0,1000.0,983.33,2026-01-09,2026,1,2026-01,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1040.0,2026-01-09,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,244.12,2026-01-09,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,70.0,100.0,80.0,80.0,2026-01-09,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,100.0,130.0,120.0,118.57,2026-01-09,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,150.0,200.0,200.0,178.33,2026-01-09,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,100.0,150.0,150.0,128.33,2026-01-09,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Keitt Caja plástica (17,kg),kg),13000.0,15000.0,15000.0,14600.0,2026-01-09,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),22000.0,23000.0,22000.0,22200.0,2026-01-09,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1300.0,1200.0,1150.0,2026-01-09,2026,1,2026-01,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-01-09,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1500.0,2000.0,1600.0,1675.0,2026-01-09,2026,1,2026-01,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1500.0,2000.0,1600.0,1675.0,2026-01-09,2026,1,2026-01,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,116.36,2026-01-09,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1300.0,1500.0,1500.0,1420.0,2026-01-09,2026,1,2026-01,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,700.0,800.0,800.0,775.0,2026-01-09,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),35000.0,40000.0,38000.0,37804.88,2026-01-09,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),35000.0,42000.0,40000.0,38633.33,2026-01-09,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),6000.0,8000.0,7000.0,6857.14,2026-01-09,2026,1,2026-01,Papa Polilla,Papa Polilla
Papa roja Malla (45,kg),kg),28000.0,32000.0,30000.0,30000.0,2026-01-09,2026,1,2026-01,Papa Roja,Papa Roja
Papa semilla Malla (45,kg),kg),15000.0,20000.0,20000.0,18000.0,2026-01-09,2026,1,2026-01,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),15000.0,20000.0,20000.0,17750.0,2026-01-09,2026,1,2026-01,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,350.0,500.0,400.0,414.29,2026-01-09,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,250.0,300.0,250.0,272.22,2026-01-09,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1000.0,1200.0,1200.0,1133.33,2026-01-09,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,800.0,900.0,800.0,840.0,2026-01-09,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,600.0,700.0,600.0,640.0,2026-01-09,2026,1,2026-01,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,300.0,281.82,2026-01-09,2026,1,2026-01,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,240.0,241.25,2026-01-09,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,197.5,2026-01-09,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,291.94,2026-01-09,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,800.0,712.5,2026-01-09,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,350.0,500.0,400.0,423.44,2026-01-09,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,400.0,550.0,550.0,492.86,2026-01-09,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,300.0,400.0,400.0,368.75,2026-01-09,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-01-09,2026,1,2026-01,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1554.55,2026-01-09,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),9000.0,10000.0,9000.0,9214.29,2026-01-09,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),7000.0,8000.0,8000.0,7866.67,2026-01-09,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),5000.0,6000.0,6000.0,5846.15,2026-01-09,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,700.0,800.0,800.0,760.0,2026-01-09,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,700.0,800.0,800.0,769.23,2026-01-09,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),12000.0,15000.0,13000.0,13205.88,2026-01-09,2026,1,2026-01,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,250.0,350.0,300.0,300.0,2026-01-09,2026,1,2026-01,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1100.0,1500.0,1500.0,1346.15,2026-01-08,2026,1,2026-01,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,350.0,346.88,2026-01-08,2026,1,2026-01,Ayote Sazón,Ayote Sazón
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-01-08,2026,1,2026-01,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3300.0,3500.0,3500.0,3450.0,2026-01-08,2026,1,2026-01,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1200.0,1800.0,1500.0,1414.29,2026-01-08,2026,1,2026-01,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,900.0,800.0,790.91,2026-01-08,2026,1,2026-01,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,650.0,750.0,700.0,710.0,2026-01-08,2026,1,2026-01,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,650.0,750.0,700.0,700.0,2026-01-08,2026,1,2026-01,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,650.0,750.0,700.0,700.0,2026-01-08,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1844.44,2026-01-08,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Chayote tierno criollo,Java,Java,10000.0,12000.0,12000.0,11066.67,2026-01-08,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,8000.0,10000.0,10000.0,9230.77,2026-01-08,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,22000.0,20000.0,20555.56,2026-01-08,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,18000.0,20000.0,18000.0,18818.18,2026-01-08,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,15000.0,14000.0,14000.0,2026-01-08,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8857.14,2026-01-08,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coliflor,Unidad,Unidad,800.0,1000.0,1000.0,905.0,2026-01-08,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,1000.0,876.47,2026-01-08,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,141.11,2026-01-08,2026,1,2026-01,Elote,Elote
Guanábana injertada,Kilo,Kilo,1500.0,1800.0,1700.0,1675.0,2026-01-08,2026,1,2026-01,Guanábana Injertada,Guanábana Injertada
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1022.22,2026-01-08,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,246.15,2026-01-08,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,100.0,91.67,2026-01-08,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,100.0,120.0,120.0,116.0,2026-01-08,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,200.0,200.0,197.5,2026-01-08,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,100.0,150.0,150.0,137.5,2026-01-08,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),20000.0,24000.0,23000.0,22500.0,2026-01-08,2026,1,2026-01,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),12000.0,15000.0,15000.0,13800.0,2026-01-08,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),20000.0,23000.0,22000.0,21500.0,2026-01-08,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,500.0,650.0,600.0,584.62,2026-01-08,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,118.0,2026-01-08,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,700.0,800.0,800.0,788.89,2026-01-08,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),38000.0,42000.0,40000.0,39333.33,2026-01-08,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),40000.0,45000.0,43000.0,42700.0,2026-01-08,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,300.0,450.0,350.0,358.82,2026-01-08,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,200.0,300.0,250.0,255.56,2026-01-08,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1300.0,1200.0,1227.27,2026-01-08,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-01-08,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,800.0,900.0,800.0,833.33,2026-01-08,2026,1,2026-01,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,240.0,240.67,2026-01-08,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,220.0,200.0,195.38,2026-01-08,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,290.18,2026-01-08,2026,1,2026-01,Remolacha,Remolacha
